COSING Ref No,INCI name,INN name,Ph. Eur. Name,CAS No,Chem/IUPAC Name / Description,Restriction,Function,Update Date
89957,HDI/DI-C12-14 ALKYL TARTRATE/HYDROGENATED DILINOLEYL ALCOHOL COPOLYMER,,, 1268856-56-9,"Fatty acids, C18 unsatd., dimers, di-Me esters, hydrogenated, polymers with C12-14-branched and linear alkyl tartarate and 1,6-diisocyanatohexane",,FILM FORMING,15/11/2016
93008,GLUCOMANNAN HYDROXYPROPYLTRIMONIUM CHLORIDE,,, 1268336-96-4,"D-Gluco-D-mannan, 2-hydroxy-3-(trimethylammonio) propyl ether, chloride",,"ANTISTATIC, HAIR CONDITIONING, HAIR FIXING, VISCOSITY CONTROLLING",30/09/2015
59375,SODIUM MOLYBDATE,,, 12680-49-8 / 7631-95-0,"Molybdate (MoO4 --), disodium, (2 Na)",,ANTICORROSIVE,15/10/2010
95028,SILVER HYDROXIDE,,, 12673-77-7,Silver Hydroxide is the inorganic compound that conforms to the formula:,,"ANTIOXIDANT, SKIN CONDITIONING",19/04/2018
40025,LINALYL BENZOATE,,, 126-64-7,"3,7-Dimethyl-1,6-octadien-3-ol benzoate; 1,5-Dimethyl-1-vinylhex-4-enyl benzoate",,PERFUMING,02/03/2011
79494,SODIUM HEXETH-4 CARBOXYLATE,,, 126646-16-0,"Poly(oxy-1,2-ethanediyl), .alpha.-hexyl-.omega.-carboxymethoxy-, sodium salts (3 mol EO average molar ratio)",,"CLEANSING, HYDROTROPE, SURFACTANT",15/10/2010
84208,SODIUM CAPRYLETH-2 CARBOXYLATE,,, 126646-15-9,"Poly(oxy-1,2-ethanediyl), .alpha.-octyl-.omega.-carboxymethoxy-, sodium salt (1 mol EO average molar ratio)",,SURFACTANT,15/10/2010
79259,SODIUM CAPRYLETH-9 CARBOXYLATE,,, 126646-15-9,"Poly(oxy-1,2-ethanediyl), .alpha.-octyl-.omega.-carboxymethoxy-, sodium salt (8 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
40155,HEXAHYDRO-METHANOINDEN-6-YL-ISOPENTENOL,,, 126646-06-8,"4(3a,4,5,6,7,7a-Hexahydro-4,7-methano-1H-inden-6-yl)-3-methyl-3-buten-2-ol",,PERFUMING,02/03/2011
77393,PEG-8 PROPYLENE GLYCOL COCOATE,,, 126645-98-5,"Fatty acids, coco, 2-hydroxypropyl ester, ethoxylated (8 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
34077,GLYCERYL ISOSTEARATE/MYRISTATE,,, 126539-55-7,"Isooctadecanoic acid, monoester with 1,2,3-propanetriol monotetradecanoate",,"EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT",15/10/2010
94345,TRIPELARGONIN,,, 126-53-4,"Glycerol tripelargonate,Trinonanoin",,"EMOLLIENT, SKIN CONDITIONING",06/09/2016
57337,NEOPENTYL GLYCOL,,, 126-30-7,"2,2-Dimethyl-1,3-propanediol",,"PLASTICISER, SOLVENT",15/10/2010
93004,SEC-BUTYLPHENYL GLYCERYL ETHER,,, 1262965-14-9,"Sec-Butylphenoxy Propanediol,Isobutylphenyl Glyceryl Ether,1,2-Propanediol, 3-[4-(1-methylpropyl)phenoxy]-",,"ANTIOXIDANT, HUMECTANT",26/11/2015
37991,SODIUM OCTOXYNOL-2 SULFATE,,, 12627-38-2,"Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-[4-(1,1,3,3-tetramethylbutyl)phenoxy]-, sodium salt",,"CLEANSING, FOAMING, SURFACTANT",15/10/2010
79885,SODIUM OCTOXYNOL-6 SULFATE,,, 12627-38-2,"Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-[4-(1,1,3,3-tetramethylbutyl)phenoxy]-, sodium salt (6 mol EO average molar ratio)",,"CLEANSING, EMULSIFYING, SURFACTANT",15/10/2010
79886,SODIUM OCTOXYNOL-9 SULFATE,,, 12627-38-2,"Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-[4-(1,1,3,3-tetramethylbutyl)phenoxy]-, sodium salt (9 mol EO average molar ratio)",,"CLEANSING, EMULSIFYING, SURFACTANT",15/10/2010
97220,GINSENOSIDE RG4,,, 126223-28-7,"Ginsenoside F4,Ginsenoside Rg2,\b.-D-Glucopyranoside, (3\b,6\a,12\b,20Z)-3,12-dihydroxydammara-20(22),24-dien-6-yl 2-O-(6-deoxy-\a-L-mannopyranosyl)-",,ANTIOXIDANT,21/10/2019
85813,SARSASAPOGENIN,,, 126-19-2,"(25S)-5beta-spirostan-3beta-ol; Spirostan-3-ol, (3beta,5beta,25S)-",,SKIN CONDITIONING,13/11/2010
33233,DIBUTYLENE TETRAFURFURAL,,, 126-15-8,"1,4,4a,5a,6,9,9a,9b-Octahydrodibenzofuran-4a-carbaldehyde",,"ANTIOXIDANT, VISCOSITY CONTROLLING",15/10/2010
80458,SUCROSE OCTAACETATE,sucrose octaacetate,, 126-14-7,Sucrose octaacetate,,"DENATURANT, MASKING",15/10/2010
75777,DISODIUM MALYL TYROSINATE,,, 126139-79-5,"L-Tyrosine, N-(1-oxo-2-hydroxy-3-carboxypropyl)-, disodium salt",,"SKIN CONDITIONING, SURFACTANT",15/10/2010
38377,SUCROSE ACETATE ISOBUTYRATE,,, 126-13-6,Sucrose di(acetate) hexaisobutyrate,,"FILM FORMING, PLASTICISER",15/10/2010
90054,GALACTOSYL SALICYLATE,,, 1261353-24-5,"Galactose, 6-(2-hydroxybenzoate)",,"ANTISEBORRHOEIC, SKIN CONDITIONING",10/07/2013
96557,N-PALMITOYL SERINOL,,, 126127-31-9,"Hexadecanamide, N-[2-hydroxy-1-(hydroxymethyl)ethyl]-, Palmitamide Serinol",,SKIN PROTECTING,15/04/2019
80402,TRIOCTYLDODECYL CITRATE,,, 126121-35-5,"Propanetricarboxylic acid, 2-hydroxy-, tris(2-octyldodecyl) ester",,"EMOLLIENT, SKIN CONDITIONING",15/10/2010
87454,TRIS-HYDROXYMETHYLNITROMETHANE,,, 126-11-4,Nitromethylidynetrimethanol,,ANTIMICROBIAL,15/10/2010
35271,METHOXYPROPYLGLUCONAMIDE,,, 126094-21-1,"D-Gluconamide, N-(3-methoxypropyl)-",,"HUMECTANT, SKIN CONDITIONING",15/10/2010
33546,DIPHENOLIC ACID,,, 126-00-1,"4,4-bis(4-Hydroxyphenyl)valeric acid",,VISCOSITY CONTROLLING,15/10/2010
31818,ALUMINUM ZIRCONIUM PENTACHLOROHYDREX GLY,,, 125913-22-6,Complex reaction product obtained from the reaction of aluminium zirconium pentachlorohydrate (Al8Zr(OH)23Cl5.xH2O) and glycine,III/50,"ANTIPERSPIRANT, ASTRINGENT, DEODORANT",15/10/2010
90426,ETHYLHEXYL COCO-OLEATE ESTOLIDES,,, 1259129-72-0,Ethylhexyl Coco-Oleate Estolides is the product obtained by the esterification of Coco-Oleate Estolides with 2-ethylhexanol.,,"EMULSIFYING, SURFACTANT",22/05/2014
57132,PEG/PPG-20/22 METHYL ETHER DIMETHICONE,,, 125857-75-2,"Siloxanes and silicones, di-Me, 3-hydroxypropyl Me, ethers with polyethylene-polypropylene glycol mono-Me ether (20 mol EO, 22 mol PO average molar ratio)",,"CLEANSING, EMULSIFYING, HAIR CONDITIONING, SURFACTANT",24/01/2011
89056,METHYLTHIOPROPYLAMIDO ACETYL METHIONINE,,, 1258540-06-5,Methylthiopropylamido Acetyl Methionine is the substituted amino acid.,,SKIN PROTECTING,28/11/2013
34621,ISOCETYL ETHYLHEXANOATE,,, 125804-19-5,"Hexanoic acid, 2-ethyl-, isohexadecyl ester",,"EMOLLIENT, SKIN CONDITIONING",15/10/2010
38693,TRIDECYL ISONONANOATE,,, 125804-18-4,"Hexanoic acid, 3,5,5-trimethyl-, tridecyl ester",,"EMOLLIENT, SKIN CONDITIONING",15/10/2010
78798,PROPYLENE GLYCOL DIISONONANOATE,,, 125804-17-3,"Isononanoic acid, 1-methyl-1,2-ethanediyl ester",,"EMOLLIENT, VISCOSITY CONTROLLING",15/10/2010
77846,ISOSTEARYL BEHENATE,,, 125804-16-2,"Docosanoic acid, isooctadecyl ester",,"EMOLLIENT, SKIN CONDITIONING",15/10/2010
76284,GLYCERETH-7 DIISONONANOATE,,, 125804-15-1,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, ether with 1,2,3-propanetriol (1:1), diisononanoate (7 mol EO average molar ratio)",,"EMOLLIENT, SOLVENT",24/01/2011
76945,LAURETH-2 ETHYLHEXANOATE,,, 125804-14-0,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-dodecyloxy-, 2-ethylhexanoates (2 mol EO average molar ratio)",,"EMOLLIENT, SKIN CONDITIONING, SURFACTANT",15/10/2010
77093,MYRETH-3 ETHYLHEXANOATE,,, 125804-11-7,Polyoxyethylene (3) Myristyl Ether Octanoate,,"EMOLLIENT, SKIN CONDITIONING",15/10/2010
77318,LINOLEAMIDOPROPYL DIMETHYLAMINE DIMER DILINOLEATE,,, 125804-10-6,"9,12-Octadecadienoic Acid, Dimer, Compound with N-[3-(Dimethylamino)Propyl]-9,12-Octadecadienamide (1:1)",,"ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING",15/10/2010
77696,OCTYLDODECYL BEHENATE,,, 125804-08-2,"Docosanoic acid, 2-octyldodecyl ester",,EMOLLIENT,15/10/2010
38692,TRIDECYL ETHYLHEXANOATE,,, 125804-07-1,"Hexanoic acid, 2-ethyl-, tridecyl ester",,"EMOLLIENT, SKIN CONDITIONING",15/10/2010
38698,TRIDECYL STEAROYL STEARATE,,, 125804-06-0,"Octadecanoic acid, 12-(1-oxooctadecyloxy)-, tridecyl ester",,"EMOLLIENT, SKIN CONDITIONING",15/10/2010
32099,BEHENAMIDOPROPYL DIMETHYLAMINE BEHENATE,,, 125804-04-8,"Docosanoic acid, compound with N-[3-(dimethylamino)propyl]docosamide (1:1)",,"ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING, VISCOSITY CONTROLLING",15/10/2010
58792,SODIUM C12-14 SEC-PARETH-3 SULFATE,,, 125736-54-1,"Poly(oxy-1,2-ethanediyl), .alpha.-sec-C12-14-alkyl-.omega.-hydroxy-, sulfates, sodium salts (3 mol EO average molar ratio)",,"CLEANSING, SURFACTANT",15/10/2010
38960,ZINC GLUCOHEPTONATE,,, 12565-63-8,"Zinc, bis [(2.xi.)-D-gluco-heptonato]-",III/24,SKIN CONDITIONING,15/10/2010
94565,DIMETHYLPIPERAZINIUM AMINOPYRAZOLOPYRIDINE HCL,,, 1256553-33-9,"Piperazinium, 4-(3-aminopyrazolo[1,5-a]pyridin-2-yl)-1,1-dimethyl-, chloride, hydrochloride (1:1:2)",,HAIR DYEING,05/08/2016
93227,3-HYDROXYBUTYRATE/4-HYDROXYBUTYRATE COPOLYMER,,, 125495-90-1,"Butanoic acid, 3-hydroxy-, (3R)-, polymer with 4-hydroxybutanoic acid",,"ABRASIVE, VISCOSITY CONTROLLING",25/10/2016
38848,USNIC ACID,,, 125-46-2,"2,6-Diacetyl-1,2,3,9b-tetrahydro-7,9-dihydroxy-8,9b-dimethyldibenzofuran-1,3-dione",,ANTIMICROBIAL,15/10/2010
41298,VINYLPYRIDINE/TETRAHYDRODIMETHYL-METHANO-INDENE,,, 125352-06-9,"4-Ethenyl-pyridine, reaction products with 3a,4,7,7a-Tetrahydrodimethyl-4,7-methano-1H-indene; A mixture of isomers of: 4-(1(or 4 or 5 or 6)-methyl-8,9,10-trinorborn-5-en-2-yl)pyridine",,PERFUMING,02/03/2011
54653,BENZOTRIAZOLYL DODECYL P-CRESOL,,, 125304-04-3,"Phenol, 2-(2H-Benzotriazol-2-yl)-6-Dodecyl-4-Methyl-, Branched and Linear",,UV ABSORBER,15/10/2010
31849,AMMONIUM C12-15 PARETH SULFATE,,, 125301-89-5,"Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-hydroxy-, C12-15-alkyl ethers (1-4 mol EO average molar ratio)",,CLEANSING,23/01/2011
58830,POLYQUATERNIUM-51,,, 125275-25-4,"2-(N,N,N-Trimethylamino)ethyl 2-(2-methyl-2-propenoyloxy)ethyl phosphate inner salt, polymer with butyl 2-methyl-2-propenoate",,"FILM FORMING, SKIN CONDITIONING",15/10/2010
75072,CELLULOSE ACETATE PROPIONATE CARBOXYLATE,,, 125139-16-4,"Cellulose, acetates, propanoates, reaction products with ozone",,"BINDING, EMULSION STABILISING, FILM FORMING, SURFACTANT, VISCOSITY CONTROLLING",15/10/2010
76815,ISOBORNYL ACETATE,,, 125-12-2,"Bicyclo[2.2.1]heptan-2-ol,1,7,7-trimethyl-, acetate, exo-",,"MASKING, PERFUMING",15/10/2010
34714,ISOPROPYLPHENYLBUTANAL,,, 125109-85-5,"Butanal, 3-(3-(1-methylethyl)phenyl)-; beta-Methyl-3-(1-methylethyl)benzenepropanal",,"MASKING, PERFUMING",15/10/2010
96554,DIUTAN GUM,,, 125005-87-0,Diutan Gum is a fermentation product produced by the mircrorganism Sphingomonas sp. ATCC 53159.,,VISCOSITY CONTROLLING,03/04/2019
32718,CI 15630,,, 1248-18-6,Sodium 2-[(2-hydroxynaphthyl)azo]naphthalenesulphonate,IV/25,COSMETIC COLORANT,09/07/2015
40328,ISOBORNEOL,,, 124-76-5,"exo-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol",,PERFUMING,02/03/2011
32397,CAPROYL SPHINGOSINE,,, 124753-97-5,"Hexanamide, N-[(1R, 2S, 3E)-2-hydroxy-1-(hydroxymethyl)-3-heptadecenyl]-",,"HAIR CONDITIONING, SKIN CONDITIONING",15/10/2010
89494,METHYLPENTENOL METHYLTHIOPHENE,,, 1247085-15-9,"2-Thiophenepropanol, \a-ethenyl-\a, 3-dimethyl-",,MASKING,15/11/2016
74367,AMINOMETHYL PROPANOL,,, 124-68-5,2-Amino-2-methylpropanol,III/61,BUFFERING,15/10/2010
92116,PENTAERYTHRITYL TETRAACRYLATE,,, 1245638-61-2 ; 4986-89-4,Pentaerythrityl Tetraacrylate is the tetraester of Pentaerythritol and Acrylic Acid,,FILM FORMING,30/10/2014
92117,PENTAERYTHRITYL TRIACRYLATE,,, 1245638-61-2,Pentaerythrityl Triacrylate is the triester of Pentaerythritol and Acrylic Acid,,"BINDING, FILM FORMING",30/10/2014
96115,CYCLIZED EUCALYPTUS CITRIODORA LEAF/TWIG OIL,,, 1245629-80-4,"Oils, eucalyptus, E. citriodora, hydrated, cyclized",,MASKING,17/04/2018
85704,TOCOPHERYL DIMETHYLGLYCINATE,,, 124508-70-9,,,"ANTIOXIDANT, SKIN CONDITIONING",15/10/2010
38839,UREA PEROXIDE,carbamide peroxide,, 124-43-6,Hydrogen peroxide-urea,III/12,OXIDISING,15/10/2010
32439,CARBON DIOXIDE,carbon dioxide,carbonei dioxidum, 124-38-9,Carbon dioxide,,PROPELLANT,15/10/2010
59772,TOCOCYSTEAMIDE,,, 124382-56-5,"2H-1-Benzopyran-2-carboxamide, 3,4-dihydro-6-hydroxy-N-(2-mercaptoethyl)-2,5,7,8-tetramethyl-",,ANTIOXIDANT,15/10/2010
90356,ETHYL ETHYLHEXYLAMINO DIMETHYLCYCLOHEXENYLIDENE CYANOACETATE,,, 1243654-84-3,"Acetic acid, 2-cyano-2-[3-[(2-ethylhexyl)amino]-5,5-dimethyl-2-cyclohexen-1-ylidene]-, ethyl ester",,STABILISING,15/10/2013
41271,UNDECENAL/CYANO-ACETATIC ACID,,, 124358-45-8,"Cyano-acetic acid, reaction products with 10-undecenal",,PERFUMING,02/03/2011
38267,STEARAMINE,,, 124-30-1,Octadecylamine,III/61,ANTISTATIC,15/10/2010
33490,DIMETHYL STEARAMINE,dimantine,, 124-28-7,"1-Octadecanamine, N,N-dimethyl-",III/62,"ANTISTATIC, EMULSIFYING, HAIR CONDITIONING",15/10/2010
34935,LAUROYL ETHYL GLUCOSIDE,,, 124285-43-4,"D-Glucopyranoside, ethyl, 6-dodecanoate",,"EMULSIFYING, SURFACTANT",15/10/2010
38240,STEARAMIDE,,, 124-26-5,Octadecanamide,,"FOAM BOOSTING, OPACIFYING, VISCOSITY CONTROLLING",18/11/2016
40845,MYRISTALDEHYDE,,, 124-25-4,Tetradecanal,,PERFUMING,02/03/2011
91194,LUFFA CYLINDRICA FRUIT WATER,,, 1242417-48-6,"Luffa Cylindrica Fruit Water is the aqueous solution of the steam distillates obtained from the fruit of Luffa cylindrica, Cucurbitaceae.",,MASKING,13/10/2014
92978,LUFFA CYLINDRICA FRUIT/DAUCUS CAROTA SATIVA ROOT/CUCUMIS SATIVUS FRUIT EXTRACT,,, 1242417-48-6,"Luffa Cylindrica Fruit/Daucus Carota Sativa (Carrot) Root/Cucumis Sativus (Cucumber) Fruit Extract is the extract of the roots of Daucus carota sativa , and the fruits of Luffa cylindrica and Cucumis sativus.",,SKIN CONDITIONING,16/10/2015
34885,LAURAMINE,,, 124-22-1,Dodecylamine,III/61,ANTISTATIC,15/10/2010
91615,DIMETHYLCYCLOHEXYL ETHYLCARBAMATE,,, 1242165-21-4,"Carbamic acid, N-ethyl-, 3,5-dimethylcyclohexyl ester",,SKIN CONDITIONING,08/12/2014
96125,SPERMIDINE,,, 124-20-9,"1,4-Butanediamine, N1-(3-aminopropyl)-",,"ANTIOXIDANT, HAIR CONDITIONING",18/04/2018
94328,POTASSIUM NAPHTHYL METHYLHYDROXYDIOXOBENZOTHIAZINOLATE METHANONE,,, 1242052-14-7,"(4-Hydroxy-2-methyl-1,1-dioxo-2H-benzo[e][1,2]thiazin-3-yl)(naphthalen-2-yl)methanone potassium salt",,SKIN PROTECTING,22/08/2016
40906,NONANAL,,, 124-19-6,Nonanal,,PERFUMING,02/03/2011
75428,DECANE,,, 124-18-5,n-Decane,,"MASKING, PLASTICISER, SOLVENT, VISCOSITY CONTROLLING",15/10/2010
56973,MOROCCAN LAVA CLAY,,, 12417-86-6,Moroccan Lava Clay is a type of smectite clay mined in Morocco.,,"ABRASIVE, ABSORBENT, BULKING, EMULSION STABILISING, OPACIFYING, VISCOSITY CONTROLLING",14/01/2019
85926,BUTETH-2 ACETATE,,, 124-17-4,"Ethanol, 2-(2-Butoxyethoxy)-, 1-Acetate",,"MASKING, PERFUMING, SOLVENT, VISCOSITY CONTROLLING",15/10/2010
40518,OCTANAL,,, 124-13-0,Octanal,,PERFUMING,02/03/2011
78371,METHYL MYRISTATE,,, 124-10-7,Methyl myristate,,"EMOLLIENT, SKIN CONDITIONING",15/10/2010
83542,"1,6-HEXANEDIAMINE",,, 124-09-4,Hexamethylenediamine,,BUFFERING,15/10/2010
74813,CAPRYLIC ACID,octanoic acid,, 124-07-2,Octanoic acid,,"CLEANSING, EMULSIFYING, MASKING, PERFUMING, SURFACTANT",15/10/2010
76074,ETHYL MYRISTATE,,, 124-06-1,Ethyl myristate,,"EMOLLIENT, MASKING, PERFUMING, SKIN CONDITIONING",21/11/2016
74283,ADIPIC ACID,,, 124-04-9,Adipic acid,,"BUFFERING, MASKING",15/10/2010
77476,PEG-12 PALM KERNEL GLYCERIDES,,, 124046-52-2,"Mono- and diglycerides, palm kernel oil, ethoxylated (12 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
76909,PEG-45 PALM KERNEL GLYCERIDES,,, 124046-52-2,"Mono- and diglycerides, palm kernel oil, ethoxylated (12 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
74256,ALMOND OIL PEG-6 ESTERS,,, 124046-50-0,"Oils, almond, ethoxylated, 6 mol EO",,"EMOLLIENT, EMULSIFYING",23/01/2011
80215,SODIUM TALLOWAMPHOACETATE,,, 124046-48-6,"Glycine, N-(2-hydroxyethyl)-N-(2-aminoethyl)-, N-tallow-acyl derivs., sodium salts",,"CLEANSING, FOAM BOOSTING, HAIR CONDITIONING, SURFACTANT",15/10/2010
77950,PEG-20 EVENING PRIMROSE GLYCERIDES,,, 124046-44-2,"Mono- and diglycerides, evening primrose (Oenethera biennis) oil, ethoxylated (20 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77217,PEG-60 EVENING PRIMROSE GLYCERIDES,,, 124046-44-2,"Mono- and diglycerides, evening primrose (Oenethera biennis) oil, ethoxylated (60 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",24/01/2011
80661,WHEAT GERMAMIDOPROPYL DIMETHYLAMINE LACTATE,,, 124046-40-8,"Amides, wheat germ, N-(3-dimethylaminopropyl)-, 2-hydroxypropanoates",,"ANTISTATIC, SURFACTANT",15/10/2010
38903,WHEAT GERMAMIDE DEA,,, 124046-39-5,Wheat Germamide DEA is a mixture of diethanolamides of Wheat Germ Acid,III/60,"FOAM BOOSTING, SKIN CONDITIONING, SURFACTANT, VISCOSITY CONTROLLING",15/10/2010
37664,SESAMIDE DEA,,, 124046-35-1,"Amides, sesame-oil, N,N-bis(2-hydroxyethyl)-",III/60,"FOAM BOOSTING, SURFACTANT, VISCOSITY CONTROLLING",15/10/2010
78110,OLIVAMIDOPROPYLAMINE OXIDE,,, 124046-32-8,"Amides, olive-oil, N-(3-dimethylaminopropyl)-, N-oxides",,"CLEANSING, FOAM BOOSTING, HAIR CONDITIONING, HYDROTROPE, SURFACTANT",15/10/2010
35724,OLIVAMIDOPROPYL DIMETHYLAMINE LACTATE,,, 124046-31-7,"Amides, olive-oil, N-(3-dimethylaminopropyl)-, compounds with 2-hydroxypropanoic acid (1:1)",,"ANTISTATIC, HAIR CONDITIONING",15/10/2010
76974,MINKAMIDOPROPYLAMINE OXIDE,,, 124046-29-3,"1,3-Propanediamine, N,N-dimethyl-, N'-mink-oil acyl derivs., N-oxides",,"CLEANSING, FOAM BOOSTING, HAIR CONDITIONING, HYDROTROPE, SURFACTANT",15/10/2010
35370,MINKAMIDE DEA,,, 124046-27-1,"Amides, mink-oil, N,N-bis(2-hydroxyethyl)-",III/60,"FOAM BOOSTING, SURFACTANT",15/10/2010
74545,BABASSUAMIDOPROPYLAMINE OXIDE,,, 124046-26-0,"Propane, 1-dimethylamino-3-[(1-oxobabassu)amino]-, N-oxide",,"CLEANSING, FOAMING, HAIR CONDITIONING, HYDROTROPE, SURFACTANT",15/10/2010
32048,BABASSUAMIDE DEA,,, 124046-24-8,"Babassu amides, N,N-bis(2-hydroxyethyl)-",III/60,"FOAM BOOSTING, HAIR CONDITIONING, SURFACTANT, VISCOSITY CONTROLLING",15/10/2010
32040,AVOCADAMIDE DEA,,, 124046-21-5,"Avocado amides, N,N-bis(2-hydroxyethyl)-",III/60,"EMULSIFYING, EMULSION STABILISING, FOAM BOOSTING, SURFACTANT, VISCOSITY CONTROLLING",15/10/2010
31430,ALMONDAMIDOPROPYLAMINE OXIDE,,, 124046-20-4,"Amides, almond, N-[3-(dimethylamino)-propyl]-, N-oxide",,"CLEANSING, FOAMING, HYDROTROPE",23/01/2011
31426,ALMONDAMIDE DEA,,, 124046-18-0,"Almond amides, N,N-bis(2-hydroxyethyl)-",III/60,"FOAM BOOSTING, VISCOSITY CONTROLLING",23/01/2011
80658,WHEAT GERMAMIDOPROPALKONIUM CHLORIDE,,, 124046-09-9,"Benzenemethanaminium, N,N-dimethyl-N-(3-aminopropyl)-, N-wheat germ acyl derivs., chlorides",,"ANTISTATIC, HAIR CONDITIONING",15/10/2010
78517,MINKAMIDOPROPALKONIUM CHLORIDE,,, 124046-06-6,"Benzenemethanaminium, N,N-dimethyl-N-[3-aminopropyl]-, N-mink-oil acyl derivs., chlorides",,"ANTISTATIC, HAIR CONDITIONING",15/10/2010
32049,BABASSUAMIDOPROPALKONIUM CHLORIDE,,, 124046-05-5,"1-Propanaminium, N,N-dimethyl-N-phenylmethyl-3-[(1-oxobabassu)amino]-, chloride",,"ANTISTATIC, HAIR CONDITIONING",15/10/2010
32041,AVOCADAMIDOPROPALKONIUM CHLORIDE,,, 124046-04-4,"1-Propanaminium, N,N-dimethyl-N-phenylmethyl-3-[(1-oxoavocado)amino]-, chloride",,ANTISTATIC,15/10/2010
74258,ALMONDAMIDOPROPALKONIUM CHLORIDE,,, 124046-03-3,Almond alkyl amidopropyl dimethyl benzyl ammonium chloride,,"ANTISTATIC, HAIR CONDITIONING",15/10/2010
32579,CETETHYLDIMONIUM BROMIDE,,, 124-03-8,Hexadecylethyldimethylammonium bromide,,"ANTIMICROBIAL, ANTISTATIC, EMULSIFYING, SURFACTANT",15/10/2010
74538,AZELAIC ACID,,, 123-99-9,Nonanedioic acid,,"BUFFERING, MASKING",15/10/2010
40524,2-OCTANOL,,, 123-96-6,Octan-2-ol,,PERFUMING,02/03/2011
74752,BUTYL STEARATE,,, 123-95-5,Butyl stearate,,"EMOLLIENT, MASKING, SKIN CONDITIONING",15/10/2010
91614,BIS-METHOXYPHENYL HEPTANEDIONE,,, 123953-63-9,"3,5-Heptanedione, 1,7-bis(4-methoxyphenyl)-",,SKIN CONDITIONING,28/07/2014
89316,EMBELIA CONCINNA LEAF EXTRACT,,, 1239460-69-5,"Embelia Concinna Leaf Extract is the extract of the leaves of Embelia concinna, Primulaceae.",,SKIN CONDITIONING,10/10/2012
80768,THIODIGLYCOLIC ACID,,, 123-93-3,Thiodi(acetic acid),,"ANTIOXIDANT, REDUCING",15/10/2010
76810,ISOAMYL ACETATE,,, 123-92-2,Isopentyl acetate,,SOLVENT,15/10/2010
74737,BUTYL ACETATE,,, 123-86-4,n-Butyl acetate,,"MASKING, SOLVENT",15/10/2010
89734,DIPROPYLHEPTYL CARBONATE,,, 1238449-42-7,Bis-Propylheptyl Carbonate,,"EMOLLIENT, SKIN CONDITIONING",30/04/2018
77826,ISOSTEARAMIDOPROPYL MORPHOLINE OXIDE,,, 123813-16-1,"Isooctadecanamide, N-[3-(4-morpholinyl)propyl]-N-oxide",,"CLEANSING, FOAM BOOSTING, HAIR CONDITIONING, HYDROTROPE, SURFACTANT",15/10/2010
31568,ACETAMIDOPROPYL TRIMONIUM CHLORIDE,,, 123776-56-7,"3-(Acetylamino)-N,N,N-trimethyl-1-propanaminium chloride",,ANTISTATIC,15/10/2010
35007,LEVULINIC ACID,,, 123-76-2,4-Oxovaleric acid,,"PERFUMING, SKIN CONDITIONING",15/10/2010
39175,BUTYRALDEHYDE,,, 123-72-8,Butanal,,PERFUMING,02/03/2011
40139,HEXADEC-7-EN-16-OLIDE,,, 123-69-3,Hexadec-7-en-16-olide,,PERFUMING,02/03/2011
74253,ALLYL CAPROATE,,, 123-68-2,Allyl hexanoate,III/140,"ASTRINGENT, EMOLLIENT, MASKING, PERFUMING",15/10/2010
39868,ETHYL HEXANOATE,,, 123-66-0,Ethyl hexanoate; Ethyl caproate,,PERFUMING,02/03/2011
89240,ISOPROPYLCYCLOHEXYL TOLYLCARBAMATE,,, 1236357-39-3,Isopropylcyclohexyl Tolylcarbamate is the organic compound,,SKIN CONDITIONING,29/10/2012
35285,METHYL DEHYDROABIETATE,,, 1235-74-1,"1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-, methyl ester (1r-(1.alpha.,4a.beta.,10a.alpha.))-",,"EMOLLIENT, SKIN CONDITIONING, VISCOSITY CONTROLLING",15/10/2010
34596,ISOAMYL ALCOHOL,,, 123-51-3,3-Methylbutan-1-ol,,"FLAVOURING, PERFUMING",21/11/2016
34531,HYDROXYPROPYL BISTRIMONIUM DIIODIDE,prolonium iodide,, 123-47-7,"1,3-Propanediaminium, 2-hydroxy-N,N,N,N',N',N'-hexamethyl-, diiodide",,ANTIMICROBIAL,15/10/2010
79711,PHOSPHOLIPIDS,,, 123465-35-0,Phospholipids,,SKIN CONDITIONING,15/10/2010
